Recipe_ID,Recipe_Name,Yield_Units,Unit_Type,Total_Cost_per_Batch,Cost_per_Unit,Total_Calories_per_Batch,Calories_per_Unit,Target_Price_per_Unit,Suggested_Price_per_Unit,Gross_Margin_%
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A212,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E212/C212,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A212,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G212/C212,0)",,"=ROUND(F212*3,2)","=IFERROR((I212-F212)/I212,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A213,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E213/C213,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A213,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G213/C213,0)",,"=ROUND(F213*3,2)","=IFERROR((I213-F213)/I213,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A214,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E214/C214,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A214,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G214/C214,0)",,"=ROUND(F214*3,2)","=IFERROR((I214-F214)/I214,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A215,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E215/C215,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A215,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G215/C215,0)",,"=ROUND(F215*3,2)","=IFERROR((I215-F215)/I215,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A216,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E216/C216,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A216,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G216/C216,0)",,"=ROUND(F216*3,2)","=IFERROR((I216-F216)/I216,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A217,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E217/C217,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A217,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G217/C217,0)",,"=ROUND(F217*3,2)","=IFERROR((I217-F217)/I217,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A218,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E218/C218,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A218,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G218/C218,0)",,"=ROUND(F218*3,2)","=IFERROR((I218-F218)/I218,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A219,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E219/C219,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A219,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G219/C219,0)",,"=ROUND(F219*3,2)","=IFERROR((I219-F219)/I219,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A220,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E220/C220,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A220,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G220/C220,0)",,"=ROUND(F220*3,2)","=IFERROR((I220-F220)/I220,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A221,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E221/C221,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A221,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G221/C221,0)",,"=ROUND(F221*3,2)","=IFERROR((I221-F221)/I221,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A222,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E222/C222,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A222,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G222/C222,0)",,"=ROUND(F222*3,2)","=IFERROR((I222-F222)/I222,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A223,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E223/C223,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A223,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G223/C223,0)",,"=ROUND(F223*3,2)","=IFERROR((I223-F223)/I223,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A224,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E224/C224,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A224,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G224/C224,0)",,"=ROUND(F224*3,2)","=IFERROR((I224-F224)/I224,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A225,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E225/C225,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A225,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G225/C225,0)",,"=ROUND(F225*3,2)","=IFERROR((I225-F225)/I225,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A226,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E226/C226,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A226,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G226/C226,0)",,"=ROUND(F226*3,2)","=IFERROR((I226-F226)/I226,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A227,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E227/C227,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A227,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G227/C227,0)",,"=ROUND(F227*3,2)","=IFERROR((I227-F227)/I227,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A228,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E228/C228,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A228,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G228/C228,0)",,"=ROUND(F228*3,2)","=IFERROR((I228-F228)/I228,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A229,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E229/C229,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A229,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G229/C229,0)",,"=ROUND(F229*3,2)","=IFERROR((I229-F229)/I229,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A230,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E230/C230,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A230,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G230/C230,0)",,"=ROUND(F230*3,2)","=IFERROR((I230-F230)/I230,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A231,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E231/C231,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A231,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G231/C231,0)",,"=ROUND(F231*3,2)","=IFERROR((I231-F231)/I231,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A232,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E232/C232,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A232,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G232/C232,0)",,"=ROUND(F232*3,2)","=IFERROR((I232-F232)/I232,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A233,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E233/C233,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A233,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G233/C233,0)",,"=ROUND(F233*3,2)","=IFERROR((I233-F233)/I233,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A234,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E234/C234,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A234,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G234/C234,0)",,"=ROUND(F234*3,2)","=IFERROR((I234-F234)/I234,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A235,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E235/C235,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A235,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G235/C235,0)",,"=ROUND(F235*3,2)","=IFERROR((I235-F235)/I235,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A236,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E236/C236,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A236,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G236/C236,0)",,"=ROUND(F236*3,2)","=IFERROR((I236-F236)/I236,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A237,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E237/C237,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A237,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G237/C237,0)",,"=ROUND(F237*3,2)","=IFERROR((I237-F237)/I237,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A238,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E238/C238,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A238,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G238/C238,0)",,"=ROUND(F238*3,2)","=IFERROR((I238-F238)/I238,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A239,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E239/C239,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A239,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G239/C239,0)",,"=ROUND(F239*3,2)","=IFERROR((I239-F239)/I239,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A240,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E240/C240,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A240,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G240/C240,0)",,"=ROUND(F240*3,2)","=IFERROR((I240-F240)/I240,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A241,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E241/C241,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A241,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G241/C241,0)",,"=ROUND(F241*3,2)","=IFERROR((I241-F241)/I241,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A242,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E242/C242,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A242,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G242/C242,0)",,"=ROUND(F242*3,2)","=IFERROR((I242-F242)/I242,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A243,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E243/C243,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A243,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G243/C243,0)",,"=ROUND(F243*3,2)","=IFERROR((I243-F243)/I243,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A244,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E244/C244,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A244,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G244/C244,0)",,"=ROUND(F244*3,2)","=IFERROR((I244-F244)/I244,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A245,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E245/C245,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A245,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G245/C245,0)",,"=ROUND(F245*3,2)","=IFERROR((I245-F245)/I245,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A246,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E246/C246,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A246,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G246/C246,0)",,"=ROUND(F246*3,2)","=IFERROR((I246-F246)/I246,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A247,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E247/C247,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A247,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G247/C247,0)",,"=ROUND(F247*3,2)","=IFERROR((I247-F247)/I247,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A248,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E248/C248,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A248,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G248/C248,0)",,"=ROUND(F248*3,2)","=IFERROR((I248-F248)/I248,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A249,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E249/C249,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A249,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G249/C249,0)",,"=ROUND(F249*3,2)","=IFERROR((I249-F249)/I249,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A250,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E250/C250,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A250,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G250/C250,0)",,"=ROUND(F250*3,2)","=IFERROR((I250-F250)/I250,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A251,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E251/C251,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A251,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G251/C251,0)",,"=ROUND(F251*3,2)","=IFERROR((I251-F251)/I251,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A252,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E252/C252,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A252,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G252/C252,0)",,"=ROUND(F252*3,2)","=IFERROR((I252-F252)/I252,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A253,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E253/C253,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A253,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G253/C253,0)",,"=ROUND(F253*3,2)","=IFERROR((I253-F253)/I253,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A254,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E254/C254,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A254,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G254/C254,0)",,"=ROUND(F254*3,2)","=IFERROR((I254-F254)/I254,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A255,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E255/C255,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A255,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G255/C255,0)",,"=ROUND(F255*3,2)","=IFERROR((I255-F255)/I255,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A256,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E256/C256,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A256,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G256/C256,0)",,"=ROUND(F256*3,2)","=IFERROR((I256-F256)/I256,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A257,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E257/C257,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A257,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G257/C257,0)",,"=ROUND(F257*3,2)","=IFERROR((I257-F257)/I257,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A258,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E258/C258,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A258,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G258/C258,0)",,"=ROUND(F258*3,2)","=IFERROR((I258-F258)/I258,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A259,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E259/C259,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A259,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G259/C259,0)",,"=ROUND(F259*3,2)","=IFERROR((I259-F259)/I259,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A260,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E260/C260,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A260,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G260/C260,0)",,"=ROUND(F260*3,2)","=IFERROR((I260-F260)/I260,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A261,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E261/C261,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A261,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G261/C261,0)",,"=ROUND(F261*3,2)","=IFERROR((I261-F261)/I261,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A262,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E262/C262,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A262,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G262/C262,0)",,"=ROUND(F262*3,2)","=IFERROR((I262-F262)/I262,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A263,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E263/C263,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A263,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G263/C263,0)",,"=ROUND(F263*3,2)","=IFERROR((I263-F263)/I263,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A264,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E264/C264,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A264,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G264/C264,0)",,"=ROUND(F264*3,2)","=IFERROR((I264-F264)/I264,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A265,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E265/C265,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A265,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G265/C265,0)",,"=ROUND(F265*3,2)","=IFERROR((I265-F265)/I265,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A266,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E266/C266,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A266,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G266/C266,0)",,"=ROUND(F266*3,2)","=IFERROR((I266-F266)/I266,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A267,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E267/C267,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A267,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G267/C267,0)",,"=ROUND(F267*3,2)","=IFERROR((I267-F267)/I267,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A268,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E268/C268,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A268,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G268/C268,0)",,"=ROUND(F268*3,2)","=IFERROR((I268-F268)/I268,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A269,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E269/C269,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A269,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G269/C269,0)",,"=ROUND(F269*3,2)","=IFERROR((I269-F269)/I269,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A270,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E270/C270,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A270,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G270/C270,0)",,"=ROUND(F270*3,2)","=IFERROR((I270-F270)/I270,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A271,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E271/C271,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A271,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G271/C271,0)",,"=ROUND(F271*3,2)","=IFERROR((I271-F271)/I271,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A272,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E272/C272,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A272,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G272/C272,0)",,"=ROUND(F272*3,2)","=IFERROR((I272-F272)/I272,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A273,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E273/C273,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A273,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G273/C273,0)",,"=ROUND(F273*3,2)","=IFERROR((I273-F273)/I273,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A274,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E274/C274,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A274,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G274/C274,0)",,"=ROUND(F274*3,2)","=IFERROR((I274-F274)/I274,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A275,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E275/C275,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A275,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G275/C275,0)",,"=ROUND(F275*3,2)","=IFERROR((I275-F275)/I275,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A276,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E276/C276,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A276,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G276/C276,0)",,"=ROUND(F276*3,2)","=IFERROR((I276-F276)/I276,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A277,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E277/C277,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A277,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G277/C277,0)",,"=ROUND(F277*3,2)","=IFERROR((I277-F277)/I277,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A278,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E278/C278,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A278,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G278/C278,0)",,"=ROUND(F278*3,2)","=IFERROR((I278-F278)/I278,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A279,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E279/C279,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A279,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G279/C279,0)",,"=ROUND(F279*3,2)","=IFERROR((I279-F279)/I279,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A280,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E280/C280,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A280,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G280/C280,0)",,"=ROUND(F280*3,2)","=IFERROR((I280-F280)/I280,0)"
,,,,"=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A281,Recipe_Ingredients!$E$2:$E$500),0)","=IFERROR(E281/C281,0)","=IFERROR(SUMIF(Recipe_Ingredients!$A$2:$A$500,A281,Recipe_Ingredients!$G$2:$G$500),0)","=IFERROR(G281/C281,0)",,"=ROUND(F281*3,2)","=IFERROR((I281-F281)/I281,0)"
